shape,label_noise,n_samples,seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,lambda_reg,threshold_value,alpha,runtime
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,0.0,0.0,,0.0004767840728163719
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,1,0.6934,0.0,,,0.47390737116764514,0.42422724888463414,1,2,3,0.0,0.0,0.0,,66.34119782783091
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,2,0.7554,0.9598825831702544,0.5588682111659704,0.7064330292846857,0.630571863448576,0.5898176655351233,2,3,3,3.0,0.0,0.0,,106.4946694043465
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,3,0.7889,0.9354207436399217,0.5998745032419995,0.7309799923537657,0.6914546640574037,0.5785184866353188,3,4,3,3.0,0.0,0.0,,129.66388570703566
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,4,0.8224,0.9129158512720157,0.6497214484679665,0.7591537835638731,0.7550554468362689,0.5644633546743596,5,6,3,3.0,0.0,0.0,,149.33991296915337
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,5,0.8477,0.8979125896934116,0.6946757506939187,0.7833262199459382,0.7961150974849605,0.532670252163848,8,9,3,3.0,0.0,0.0,,168.24727191822603
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,6,0.8448,0.9240052185257664,0.6823217726396917,0.7849819894707676,0.803792749976703,0.5724790104121324,13,14,3,3.0,0.0,0.0,,186.0099762682803
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,7,0.8987,0.8486627527723418,0.8257695969533482,0.8370596750844458,0.841090218100343,0.574298391300555,22,23,3,3.0,0.0,0.0,,199.03257880499586
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,8,0.9115,0.8864970645792564,0.8350230414746543,0.8599905078310394,0.8648747170100921,0.5740741815649335,33,34,3,3.0,0.0,0.0,,210.52277152473107
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,9,0.9263,0.8829093281148076,0.8774716369529983,0.880182084213949,0.8644777850257304,0.5044385247531822,44,45,3,3.0,0.0,0.0,,223.26351825799793
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,10,0.938,0.8917155903457273,0.9046988749172733,0.8981603153745072,0.9022151927012128,0.5418532589493068,72,73,3,3.0,0.0,0.0,,233.73227028129622
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,11,0.9505,0.9037834311806915,0.9326825984516998,0.9180056319363923,0.9232035407941181,0.5632277241523751,106,107,3,3.0,0.0,0.0,,246.92834104178473
radial_segment_3d,0.003,10000,1,radial_segment_3d_fuzziness_003_10000_samples_dim_03,3,oc1,12,0.9554,0.9210697977821265,0.9326287978863936,0.9268132589432228,0.926607541880057,0.5426324574276871,140,141,3,3.0,0.0,0.0,,257.12262918334454
